spawn telnet localhost 3458
Trying 127.0.0.1...
Connected to localhost.
Escape character is '^]'.
==== m5 terminal: Terminal 0 ====
            Starting IITK gemOS ......
Initial Segment Map: cs = 0x8 ds = 0x10 ss = 0x10
ESP=0x11C258 EBP=0x11C2C8
cr0=0xE0000011 cr3=0x70000 cr4=0x20
Initializing memory
base = 0x0 limit low = 0x0 high=0x0 ac_byte = 0x0 flags=0x0
base = 0x0 limit low = 0xFFFF high=0xF ac_byte = 0x9A flags=0xA
base = 0x0 limit low = 0xFFFF high=0xF ac_byte = 0x92 flags=0xE
base = 0x0 limit low = 0xFFFF high=0xF ac_byte = 0x8B flags=0xA
Initializing user segments
gemOS shell... 
Found the IDE device. class etc 0x1018000
Disk Initialization is successful for IDE disk 0x40
GemOS# init
Setting up init process ...
Page table setup done, launching init ...
exit
checkpoint:1,time_prosper:1909005,size_prosper:6304,time_ssp:1617381,time_merge:5751324,size_ssp:0
checkpoint:258,time_prosper:3652219,size_prosper:14696,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:259,time_prosper:4469436,size_prosper:17944,time_ssp:806921,time_merge:0,size_ssp:0
checkpoint:260,time_prosper:4043436,size_prosper:15792,time_ssp:807620,time_merge:0,size_ssp:0
checkpoint:261,time_prosper:4547495,size_prosper:17904,time_ssp:815858,time_merge:0,size_ssp:0
checkpoint:262,time_prosper:3813325,size_prosper:15672,time_ssp:819257,time_merge:0,size_ssp:0
checkpoint:263,time_prosper:1920184,size_prosper:7824,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:264,time_prosper:1323559,size_prosper:5256,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:265,time_prosper:125361,size_prosper:144,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:266,time_prosper:3916931,size_prosper:14000,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:267,time_prosper:5331594,size_prosper:19816,time_ssp:748514,time_merge:700575,size_ssp:0
checkpoint:268,time_prosper:2526637,size_prosper:10216,time_ssp:817567,time_merge:0,size_ssp:0
checkpoint:269,time_prosper:2997535,size_prosper:11792,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:270,time_prosper:5349174,size_prosper:20192,time_ssp:808333,time_merge:0,size_ssp:0
checkpoint:271,time_prosper:4989424,size_prosper:20392,time_ssp:809368,time_merge:0,size_ssp:0
checkpoint:272,time_prosper:1635169,size_prosper:6520,time_ssp:810794,time_merge:0,size_ssp:0
checkpoint:273,time_prosper:3258976,size_prosper:12664,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:274,time_prosper:1868659,size_prosper:7608,time_ssp:806900,time_merge:0,size_ssp:0
checkpoint:275,time_prosper:2060517,size_prosper:8488,time_ssp:806225,time_merge:0,size_ssp:0
checkpoint:276,time_prosper:3185237,size_prosper:12704,time_ssp:806198,time_merge:0,size_ssp:0
checkpoint:277,time_prosper:1952451,size_prosper:8160,time_ssp:806198,time_merge:0,size_ssp:0
checkpoint:278,time_prosper:208174,size_prosper:496,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:279,time_prosper:626111,size_prosper:2208,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:280,time_prosper:5868009,size_prosper:19984,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:281,time_prosper:4708033,size_prosper:18664,time_ssp:811516,time_merge:0,size_ssp:0
checkpoint:282,time_prosper:3032856,size_prosper:12320,time_ssp:838777,time_merge:0,size_ssp:0
checkpoint:283,time_prosper:695355,size_prosper:2472,time_ssp:806924,time_merge:0,size_ssp:0
checkpoint:284,time_prosper:1436635,size_prosper:5496,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:285,time_prosper:4928037,size_prosper:17640,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:286,time_prosper:5065721,size_prosper:20080,time_ssp:812536,time_merge:0,size_ssp:0
checkpoint:287,time_prosper:1857385,size_prosper:7624,time_ssp:813933,time_merge:0,size_ssp:0
checkpoint:288,time_prosper:5354157,size_prosper:20400,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:289,time_prosper:3824828,size_prosper:14944,time_ssp:749163,time_merge:709876,size_ssp:0
checkpoint:290,time_prosper:2048343,size_prosper:8352,time_ssp:806894,time_merge:0,size_ssp:0
checkpoint:291,time_prosper:2437204,size_prosper:10080,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:292,time_prosper:4980106,size_prosper:18240,time_ssp:806194,time_merge:0,size_ssp:0
checkpoint:293,time_prosper:1552962,size_prosper:6168,time_ssp:817705,time_merge:0,size_ssp:0
checkpoint:294,time_prosper:427331,size_prosper:1416,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:295,time_prosper:4320739,size_prosper:15784,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:296,time_prosper:488853,size_prosper:1720,time_ssp:809032,time_merge:0,size_ssp:0
checkpoint:297,time_prosper:226132,size_prosper:544,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:298,time_prosper:2192334,size_prosper:7760,time_ssp:806194,time_merge:0,size_ssp:0
checkpoint:299,time_prosper:1755595,size_prosper:7104,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:300,time_prosper:2405433,size_prosper:9592,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:301,time_prosper:1745340,size_prosper:7136,time_ssp:806197,time_merge:0,size_ssp:0
checkpoint:302,time_prosper:1963157,size_prosper:8112,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:303,time_prosper:1744316,size_prosper:7152,time_ssp:806197,time_merge:0,size_ssp:0
checkpoint:304,time_prosper:1778586,size_prosper:7224,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:305,time_prosper:1759394,size_prosper:7144,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:306,time_prosper:2085898,size_prosper:8440,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:307,time_prosper:3556748,size_prosper:13496,time_ssp:806201,time_merge:0,size_ssp:0
checkpoint:308,time_prosper:5082544,size_prosper:19168,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:309,time_prosper:4213237,size_prosper:17352,time_ssp:812537,time_merge:0,size_ssp:0
checkpoint:310,time_prosper:2938847,size_prosper:11976,time_ssp:811482,time_merge:0,size_ssp:0
checkpoint:311,time_prosper:5227844,size_prosper:19992,time_ssp:747931,time_merge:699867,size_ssp:0
checkpoint:312,time_prosper:1705982,size_prosper:6936,time_ssp:819099,time_merge:0,size_ssp:0
checkpoint:313,time_prosper:2565096,size_prosper:10240,time_ssp:806225,time_merge:0,size_ssp:0
checkpoint:314,time_prosper:5299498,size_prosper:19544,time_ssp:806924,time_merge:0,size_ssp:0
checkpoint:315,time_prosper:4352012,size_prosper:17136,time_ssp:812882,time_merge:0,size_ssp:0
checkpoint:316,time_prosper:3522767,size_prosper:14360,time_ssp:816032,time_merge:0,size_ssp:0
checkpoint:317,time_prosper:559024,size_prosper:2120,time_ssp:807627,time_merge:0,size_ssp:0
checkpoint:318,time_prosper:1999692,size_prosper:7632,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:319,time_prosper:3490336,size_prosper:13240,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:320,time_prosper:5260949,size_prosper:20000,time_ssp:812699,time_merge:0,size_ssp:0
checkpoint:321,time_prosper:4042042,size_prosper:16344,time_ssp:816654,time_merge:0,size_ssp:0
checkpoint:322,time_prosper:4614643,size_prosper:18544,time_ssp:814843,time_merge:0,size_ssp:0
checkpoint:323,time_prosper:2912405,size_prosper:11792,time_ssp:812771,time_merge:0,size_ssp:0
checkpoint:324,time_prosper:4037465,size_prosper:15872,time_ssp:809732,time_merge:0,size_ssp:0
checkpoint:325,time_prosper:4123607,size_prosper:16432,time_ssp:807267,time_merge:0,size_ssp:0
checkpoint:326,time_prosper:4925469,size_prosper:19488,time_ssp:809002,time_merge:0,size_ssp:0
checkpoint:327,time_prosper:3298925,size_prosper:13528,time_ssp:810443,time_merge:0,size_ssp:0
checkpoint:328,time_prosper:4228817,size_prosper:16944,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:329,time_prosper:3981241,size_prosper:16120,time_ssp:808302,time_merge:0,size_ssp:0
checkpoint:330,time_prosper:1613589,size_prosper:6472,time_ssp:821966,time_merge:0,size_ssp:0
checkpoint:331,time_prosper:2350890,size_prosper:9296,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:332,time_prosper:2141340,size_prosper:8832,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:333,time_prosper:1733901,size_prosper:7160,time_ssp:806194,time_merge:0,size_ssp:0
checkpoint:334,time_prosper:1675126,size_prosper:6832,time_ssp:806197,time_merge:642180,size_ssp:0
checkpoint:335,time_prosper:3645283,size_prosper:13600,time_ssp:806194,time_merge:0,size_ssp:0
checkpoint:336,time_prosper:1735307,size_prosper:7128,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:337,time_prosper:609240,size_prosper:2192,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:338,time_prosper:1868638,size_prosper:7392,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:339,time_prosper:208814,size_prosper:512,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:340,time_prosper:1947883,size_prosper:7496,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:341,time_prosper:2112136,size_prosper:8520,time_ssp:806197,time_merge:0,size_ssp:0
checkpoint:342,time_prosper:3479541,size_prosper:13216,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:343,time_prosper:5323700,size_prosper:20152,time_ssp:806198,time_merge:0,size_ssp:0
checkpoint:344,time_prosper:2515490,size_prosper:10144,time_ssp:821846,time_merge:0,size_ssp:0
checkpoint:345,time_prosper:3868445,size_prosper:15464,time_ssp:806927,time_merge:0,size_ssp:0
checkpoint:346,time_prosper:1741998,size_prosper:7000,time_ssp:808329,time_merge:0,size_ssp:0
checkpoint:347,time_prosper:3460238,size_prosper:13824,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:348,time_prosper:589436,size_prosper:2064,time_ssp:806924,time_merge:0,size_ssp:0
checkpoint:349,time_prosper:1821776,size_prosper:6976,time_ssp:806194,time_merge:0,size_ssp:0
checkpoint:350,time_prosper:1696523,size_prosper:6808,time_ssp:806198,time_merge:0,size_ssp:0
checkpoint:351,time_prosper:5683800,size_prosper:20136,time_ssp:806194,time_merge:0,size_ssp:0
checkpoint:352,time_prosper:2499640,size_prosper:10096,time_ssp:812183,time_merge:0,size_ssp:0
checkpoint:353,time_prosper:4984995,size_prosper:19464,time_ssp:806900,time_merge:0,size_ssp:0
checkpoint:354,time_prosper:5210129,size_prosper:20680,time_ssp:811134,time_merge:0,size_ssp:0
checkpoint:355,time_prosper:4042607,size_prosper:16416,time_ssp:815702,time_merge:0,size_ssp:0
checkpoint:356,time_prosper:4728526,size_prosper:18984,time_ssp:806546,time_merge:690197,size_ssp:0
checkpoint:357,time_prosper:5940382,size_prosper:23288,time_ssp:816416,time_merge:0,size_ssp:0
checkpoint:358,time_prosper:1717985,size_prosper:6960,time_ssp:832233,time_merge:0,size_ssp:0
checkpoint:359,time_prosper:1504962,size_prosper:6112,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:360,time_prosper:1732156,size_prosper:7072,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:361,time_prosper:1940947,size_prosper:7784,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:362,time_prosper:2020625,size_prosper:8280,time_ssp:806224,time_merge:0,size_ssp:0
checkpoint:363,time_prosper:3341781,size_prosper:12536,time_ssp:806222,time_merge:0,size_ssp:0
checkpoint:364,time_prosper:5332262,size_prosper:20032,time_ssp:806221,time_merge:0,size_ssp:0
checkpoint:365,time_prosper:2646079,size_prosper:10680,time_ssp:813975,time_merge:0,size_ssp:0
checkpoint:366,time_prosper:127153,size_prosper:160,time_ssp:806191,time_merge:0,size_ssp:0
Cleaned up init process
GemOS shell again!
GemOS# Shutting down...
Connection closed by foreign host.
